"","DOI","ISSN","ISBN","PubMed.ID","EID","Source"
"31998","10.1021/acssuschemeng.5b00392","21680485",NA,"","2-s2.0-84946110269","Scopus"
"31999","10.1080/19443994.2014.947784","19443994",NA,"","2-s2.0-85027922001","Scopus"
"32000","10.1080/00221686.2015.1119210","00221686",NA,"","2-s2.0-84951792534","Scopus"
"32001","10.1515/ata-2015-0013","13352555",NA,"","2-s2.0-84956777697","Scopus"
"32002","10.1016/j.marpol.2015.05.003","0308597X",NA,"","2-s2.0-84930635415","Scopus"
"32003","10.1016/j.energy.2015.05.130","03605442",NA,"","2-s2.0-84940437627","Scopus"
"32004","10.1016/j.energy.2015.05.051","03605442",NA,"","2-s2.0-84940438744","Scopus"
"32005","10.1007/s10098-014-0889-2","1618954X",NA,"","2-s2.0-85028210041","Scopus"
"32006","10.1007/s10806-015-9550-2","11877863",NA,"","2-s2.0-84938424394","Scopus"
"32007","10.1016/j.energy.2015.07.005","03605442",NA,"","2-s2.0-84940438006","Scopus"
"32008","10.1007/s11367-015-0889-4","09483349",NA,"","2-s2.0-84931563905","Scopus"
"32009","10.1007/s13412-014-0215-7","21906483",NA,"","2-s2.0-84977123737","Scopus"
"32010","10.1007/s10668-014-9550-9","1387585X",NA,"","2-s2.0-84939882992","Scopus"
"32011","10.1007/s10098-015-0982-1","1618954X",NA,"","2-s2.0-84952715911","Scopus"
"32012","10.1016/j.envsci.2015.02.005","14629011",NA,"","2-s2.0-84923366104","Scopus"
"32013","10.13044/j.sdewes.2015.03.0014","18489257",NA,"","2-s2.0-84982099477","Scopus"
"32014","10.1016/j.envsci.2015.02.008","14629011",NA,"","2-s2.0-84924345846","Scopus"
"32015","10.1016/j.energy.2015.03.073","03605442",NA,"","2-s2.0-84929503680","Scopus"
"32016","10.1016/j.apenergy.2015.02.019","03062619",NA,"","2-s2.0-84923902747","Scopus"
"32017","10.1016/j.envsoft.2015.01.010","13648152",NA,"","2-s2.0-84922665184","Scopus"
"32018","10.1007/s10584-015-1345-y","01650009",NA,"","2-s2.0-84939976657","Scopus"
"32019","10.1007/s10098-015-0959-0","1618954X",NA,"","2-s2.0-84952984699","Scopus"
"32020","10.1016/j.susmat.2014.11.004","22149937",NA,"","2-s2.0-84956754922","Scopus"
"32021","10.1016/j.spc.2015.05.003","23525509",NA,"","2-s2.0-84949684774","Scopus"
"32022","10.1016/j.energy.2015.02.070","03605442",NA,"","2-s2.0-84926409993","Scopus"
"32023","10.1016/j.spc.2015.07.006","23525509",NA,"","2-s2.0-84949685801","Scopus"
"32024","10.13044/j.sdewes.2015.03.0005","18489257",NA,"","2-s2.0-84982113779","Scopus"
"32025","10.1007/s10098-015-0907-z","1618954X",NA,"","2-s2.0-84922355610","Scopus"
"32026","10.1080/14693062.2013.781456","14693062",NA,"","2-s2.0-84920599277","Scopus"
"32027","10.1016/j.jclepro.2015.01.006","09596526",NA,"","2-s2.0-84926144847","Scopus"
"32028","10.5846/stxb201309252366","10000933",NA,"","2-s2.0-84931060160","Scopus"
"32029","10.1016/j.ijsbe.2015.03.004","22126090",NA,"","2-s2.0-85000981951","Scopus"
"32030","10.1007/s13762-013-0421-y","17351472",NA,"","2-s2.0-84920757420","Scopus"
"32031","10.1108/MEQ-03-2014-0049","14777835",NA,"","2-s2.0-84930159451","Scopus"
"32032","10.1007/s12649-014-9334-3","18772641",NA,"","2-s2.0-84949117995","Scopus"
"32033","10.3390/su7078491","20711050",NA,"","2-s2.0-84941671282","Scopus"
"32034","10.3390/su71014230","20711050",NA,"","2-s2.0-84949477865","Scopus"
"32035","10.3390/su71014245","20711050",NA,"","2-s2.0-84949255153","Scopus"
"32036","10.1080/00288330.2014.958504","00288330",NA,"","2-s2.0-84924873809","Scopus"
"32037","10.15447/sfews.2015v13iss1art3","15462366",NA,"","2-s2.0-84927132723","Scopus"
"32038","10.3390/su7079100","20711050",NA,"","2-s2.0-84938346157","Scopus"
"32039","10.1016/j.enpol.2015.08.013","03014215",NA,"","2-s2.0-84943631163","Scopus"
"32040","10.1016/j.jclepro.2013.11.030","09596526",NA,"","2-s2.0-84928210317","Scopus"
"32041","10.1163/15718085-12341339","09273522",NA,"","2-s2.0-84924700771","Scopus"
"32042","10.1016/j.enpol.2014.11.027","03014215",NA,"","2-s2.0-84937678023","Scopus"
"32043","10.1016/j.jclepro.2014.10.008","09596526",NA,"","2-s2.0-84925305323","Scopus"
"32044","10.1016/j.enpol.2015.06.023","03014215",NA,"","2-s2.0-84940047210","Scopus"
"32045","10.3390/su71114873","20711050",NA,"","2-s2.0-84949491335","Scopus"
"32046","10.1016/j.jclepro.2014.12.006","09596526",NA,"","2-s2.0-84923081136","Scopus"
"32047","10.3390/su71215813","20711050",NA,"","2-s2.0-84952321728","Scopus"
"32048","10.1007/s11367-014-0834-y","09483349",NA,"","2-s2.0-84961363920","Scopus"
"32049","10.1016/j.enpol.2015.05.025","03014215",NA,"","2-s2.0-84940031263","Scopus"
"32050","10.1016/j.forpol.2014.06.010","13899341",NA,"","2-s2.0-84919463092","Scopus"
"32051","10.3390/su7010075","20711050",NA,"","2-s2.0-84922341165","Scopus"
"32052","10.3390/su7010522","20711050",NA,"","2-s2.0-84922432934","Scopus"
"32053","10.1039/c5ee00192g","17545692",NA,"","2-s2.0-84928975056","Scopus"
"32054","10.1080/15715124.2015.1013037","15715124",NA,"","2-s2.0-84942986247","Scopus"
"32055","10.1016/j.jclepro.2014.12.025","09596526",NA,"","2-s2.0-84923105158","Scopus"
"32056","10.1016/j.enpol.2015.09.019","03014215",NA,"","2-s2.0-84945556484","Scopus"
"32057","10.1177/0263774X15619628","0263774X",NA,"","2-s2.0-85002376199","Scopus"
"32058","10.1016/j.jclepro.2014.12.040","09596526",NA,"","2-s2.0-84942982379","Scopus"
"32059","10.1111/gcbb.12178","17571693",NA,"","2-s2.0-84931568783","Scopus"
"32060","10.1111/gcbb.12117","17571693",NA,"","2-s2.0-84923079518","Scopus"
"32061","10.1016/j.foodpol.2015.04.008","03069192",NA,"","2-s2.0-84929313486","Scopus"
"32062","10.1016/j.jglr.2015.07.005","03801330",NA,"","2-s2.0-84937485054","Scopus"
"32063","10.1016/j.energy.2014.11.025","03605442",NA,"","2-s2.0-84927611677","Scopus"
"32064","10.4491/eer.2015.074","12261025",NA,"","2-s2.0-84951088938","Scopus"
"32065","10.1007/s10640-014-9784-x","09246460",NA,"","2-s2.0-84925839315","Scopus"
"32066","10.1007/s10806-015-9535-1","11877863",NA,"","2-s2.0-84925467476","Scopus"
"32067","10.5846/stxb201305211128","10000933",NA,"","2-s2.0-84926647963","Scopus"
"32068","10.1021/acssuschemeng.5b00509","21680485",NA,"","2-s2.0-84949057786","Scopus"
"32069","10.1007/s12649-015-9409-9","18772641",NA,"","2-s2.0-84947603062","Scopus"
"32070","10.1016/j.jece.2015.10.006","22133437",NA,"","2-s2.0-84947744461","Scopus"
"32071","10.1016/j.biombioe.2015.09.006","09619534",NA,"","2-s2.0-84942520375","Scopus"
"32072","10.1007/s10669-015-9567-0","21945403",NA,"","2-s2.0-84947494419","Scopus"
"32073","10.1016/j.biombioe.2015.09.011","09619534",NA,"","2-s2.0-84945277984","Scopus"
"32074","10.1016/j.esd.2015.08.003","09730826",NA,"","2-s2.0-84942236722","Scopus"
"32075","10.13044/j.sdewes.2015.03.0026","18489257",NA,"","2-s2.0-84982126137","Scopus"
"32076","10.1016/j.jhydrol.2015.10.067","00221694",NA,"","2-s2.0-84947968037","Scopus"
"32077","10.1016/j.ecoser.2015.05.003","22120416",NA,"","2-s2.0-84929646114","Scopus"
"32078","10.1007/s10640-014-9818-4","09246460",NA,"","2-s2.0-84949531285","Scopus"
"32079","10.1016/j.eist.2015.05.001","22104224",NA,"","2-s2.0-84953839405","Scopus"
"32080","10.1016/j.landusepol.2015.08.010","02648377",NA,"","2-s2.0-84939807213","Scopus"
"32081","10.1016/j.landusepol.2015.08.013","02648377",NA,"","2-s2.0-84940547339","Scopus"
"32082","10.1016/j.biombioe.2015.08.014","09619534",NA,"","2-s2.0-84940049803","Scopus"
"32083","10.1016/j.apenergy.2015.08.080","03062619",NA,"","2-s2.0-84941614223","Scopus"
"32084","10.1016/j.envsci.2015.05.015","14629011",NA,"","2-s2.0-84938748637","Scopus"
"32085","10.1016/j.resconrec.2015.08.010","09213449",NA,"","2-s2.0-84947868063","Scopus"
"32086","10.1016/j.energy.2015.08.091","03605442",NA,"","2-s2.0-84946025274","Scopus"
"32087","10.1068/b130171p","02658135",NA,"","2-s2.0-84946600284","Scopus"
"32088","10.1016/j.envsci.2015.06.021","14629011",NA,"","2-s2.0-84938739149","Scopus"
"32089","10.1007/s13762-015-0767-4","17351472",NA,"","2-s2.0-84939458345","Scopus"
"32090","10.1111/1365-2664.12501","00218901",NA,"","2-s2.0-84941167583","Scopus"
"32091","10.1016/j.biombioe.2015.07.022","09619534",NA,"","2-s2.0-84938217338","Scopus"
"32092","10.1016/j.coastaleng.2015.07.005","03783839",NA,"","2-s2.0-84952975843","Scopus"
"32093","10.1007/s11625-015-0331-7","18624065",NA,"","2-s2.0-84942822724","Scopus"
"32094","10.1016/j.resconrec.2016.03.006","09213449",NA,"","2-s2.0-84961262457","Scopus"
"32095","10.1021/acssuschemeng.5b00692","21680485",NA,"","2-s2.0-84946208749","Scopus"
"32096","10.5194/hess-19-3787-2015","10275606",NA,"","2-s2.0-84941255182","Scopus"
"32097","10.1007/s40095-015-0173-1","20089163",NA,"","2-s2.0-84938382987","Scopus"
"32098","10.1007/s40095-015-0169-x","20089163",NA,"","2-s2.0-84938408092","Scopus"
"32099","10.1016/j.gloenvcha.2015.07.001","09593780",NA,"","2-s2.0-84940476140","Scopus"
"32100","10.1016/j.susmat.2015.07.001","22149937",NA,"","2-s2.0-84956757838","Scopus"
"32101","10.1016/j.biombioe.2015.06.013","09619534",NA,"","2-s2.0-84936770281","Scopus"
"32102","10.1016/j.energy.2015.07.044","03605442",NA,"","2-s2.0-84941876726","Scopus"
"32103","10.1016/j.eiar.2015.04.006","01959255",NA,"","2-s2.0-84930200869","Scopus"
"32104","10.13044/j.sdewes.2015.03.0017","18489257",NA,"","2-s2.0-84982174893","Scopus"
"32105","10.1016/j.energy.2015.05.132","03605442",NA,"","2-s2.0-84941874854","Scopus"
"32106","10.1016/j.resconrec.2015.07.014","09213449",NA,"","2-s2.0-84939799520","Scopus"
"32107","10.1016/j.biombioe.2016.02.002","09619534",NA,"","2-s2.0-84957661901","Scopus"
"32108","10.1016/j.envsci.2015.04.001","14629011",NA,"","2-s2.0-84937840255","Scopus"
"32109","10.1007/s10668-014-9575-0","1387585X",NA,"","2-s2.0-85027955607","Scopus"
"32110","10.1016/j.energy.2015.05.053","03605442",NA,"","2-s2.0-84940435620","Scopus"
"32111","10.1007/s11367-015-0887-6","09483349",NA,"","2-s2.0-84931566141","Scopus"
"32112","10.1016/j.energy.2015.04.066","03605442",NA,"","2-s2.0-84930871052","Scopus"
"32113","10.1016/j.apenergy.2015.03.113","03062619",NA,"","2-s2.0-84926394083","Scopus"
"32114","10.1007/s11269-015-0975-1","09204741",NA,"","2-s2.0-84937757930","Scopus"
"32115","10.5894/rgci532","16468872",NA,"","2-s2.0-84966440915","Scopus"
"32116","10.1016/j.ecocom.2015.04.002","1476945X",NA,"","2-s2.0-84941571024","Scopus"
"32117","10.1016/j.esd.2015.03.001","09730826",NA,"","2-s2.0-84927549307","Scopus"
"32118","10.1016/j.jclepro.2016.02.140","09596526",NA,"","2-s2.0-84988288877","Scopus"
"32119","10.1016/j.jclepro.2015.12.021","09596526",NA,"","2-s2.0-84954286335","Scopus"
"32120","10.1016/j.esd.2014.12.009","09730826",NA,"","2-s2.0-84922575008","Scopus"
"32121","10.1134/S1810232815020083","18102328",NA,"","2-s2.0-84928479971","Scopus"
"32122","10.1016/j.spc.2015.06.002","23525509",NA,"","2-s2.0-84949682936","Scopus"
"32123","10.1016/j.esd.2014.11.003","09730826",NA,"","2-s2.0-84921417213","Scopus"
"32124","10.1016/j.jclepro.2016.01.091","09596526",NA,"","2-s2.0-84969338113","Scopus"
"32125","10.1016/j.agwat.2014.11.013","03783774",NA,"","2-s2.0-84923005650","Scopus"
"32126","10.1016/j.biombioe.2015.01.005","09619534",NA,"","2-s2.0-84922666858","Scopus"
"32127","10.15302/J-ENG-2015004","20958099",NA,"","2-s2.0-84988695797","Scopus"
"32128","10.13044/j.sdewes.2015.03.0008","18489257",NA,"","2-s2.0-84982106538","Scopus"
"32129","10.1021/sc500739t","21680485",NA,"","2-s2.0-84961291355","Scopus"
"32130","10.1016/j.jclepro.2015.04.012","09596526",NA,"","2-s2.0-84955676283","Scopus"
"32131","10.1016/j.esd.2014.11.001","09730826",NA,"","2-s2.0-84920098226","Scopus"
"32132","10.1016/j.agee.2014.11.004","01678809",NA,"","2-s2.0-84911499895","Scopus"
"32133","10.1504/IJSSOC.2015.068071","17562538",NA,"","2-s2.0-84925064478","Scopus"
"32134","10.1016/j.jclepro.2013.10.026","09596526",NA,"","2-s2.0-84928208864","Scopus"
"32135","","18956912",NA,"","2-s2.0-84934288643","Scopus"
"32136","10.1016/j.jclepro.2015.07.014","09596526",NA,"","2-s2.0-84946482673","Scopus"
"32137","10.1007/s10668-014-9579-9","1387585X",NA,"","2-s2.0-84943532928","Scopus"
"32138","10.1016/j.eist.2014.09.002","22104224",NA,"","2-s2.0-84923103874","Scopus"
"32139","10.1016/j.energy.2015.06.125","03605442",NA,"","2-s2.0-84959335374","Scopus"
"32140","10.1007/s10806-015-9536-0","11877863",NA,"","2-s2.0-84925487429","Scopus"
"32141","10.1111/gcbb.12179","17571693",NA,"","2-s2.0-84931042002","Scopus"
"32142","10.1007/s10669-014-9530-5","21945403",NA,"","2-s2.0-84925521648","Scopus"
"32143","10.3390/su7078748","20711050",NA,"","2-s2.0-84941617767","Scopus"
"32144","10.3390/w7030956","20734441",NA,"","2-s2.0-84928729791","Scopus"
"32145","10.1016/j.enpol.2015.03.022","03014215",NA,"","2-s2.0-84930089566","Scopus"
"32146","10.3390/su7043919","20711050",NA,"","2-s2.0-84928944627","Scopus"
"32147","10.12973/ijese.2015.243a","13063065",NA,"","2-s2.0-84929173680","Scopus"
"32148","10.1016/j.energy.2015.10.052","03605442",NA,"","2-s2.0-84954498616","Scopus"
"32149","10.1016/j.accre.2015.08.005","16749278",NA,"","2-s2.0-84947272565","Scopus"
"32150","10.1016/j.enpol.2014.10.024","03014215",NA,"","2-s2.0-84921346361","Scopus"
"32151","10.1007/s10668-014-9597-7","1387585X",NA,"","2-s2.0-84925481989","Scopus"
"32152","10.1016/j.jclepro.2015.08.073","09596526",NA,"","2-s2.0-84946473994","Scopus"
"32153","10.1080/19443994.2014.939500","19443994",NA,"","2-s2.0-84940585389","Scopus"
"32154","10.1166/asl.2015.6239","19366612",NA,"","2-s2.0-84946910559","Scopus"
"32155","10.3390/su70912521","20711050",NA,"","2-s2.0-84945206174","Scopus"
"32156","10.15244/pjoes/30265","12301485",NA,"","2-s2.0-84928151923","Scopus"
"32157","10.3390/su7044747","20711050",NA,"","2-s2.0-84929008956","Scopus"
"32158","10.1016/j.jclepro.2014.09.033","09596526",NA,"","2-s2.0-84922423542","Scopus"
"32159","10.1002/wene.152","20418396",NA,"","2-s2.0-84939504859","Scopus"
"32160","10.1080/15568318.2012.738355","15568318",NA,"","2-s2.0-84904430509","Scopus"
"32161","10.3390/su71215840","20711050",NA,"","2-s2.0-84952315848","Scopus"
"32162","10.1080/15715124.2015.1012518","15715124",NA,"","2-s2.0-84937515737","Scopus"
"32163","10.15244/pjoes/35975","12301485",NA,"","2-s2.0-84942061277","Scopus"
"32164","10.1002/ep.11938","19447442",NA,"","2-s2.0-84920878427","Scopus"
"32165","10.17736/jowe.2015.mmr09","23103604",NA,"","2-s2.0-84999064988","Scopus"
"32166","","15829596",NA,"","2-s2.0-84939131201","Scopus"
"32167","10.1504/IJGENVI.2015.067488","14666650",NA,"","2-s2.0-84923259974","Scopus"
"32168","10.3390/su70911360","20711050",NA,"","2-s2.0-84944463722","Scopus"
"32169","10.3390/su7043637","20711050",NA,"","2-s2.0-84928943165","Scopus"
"32170","10.1080/19443994.2014.939492","19443994",NA,"","2-s2.0-84940581855","Scopus"
"32171","10.3390/su7066336","20711050",NA,"","2-s2.0-84934299189","Scopus"
"32172","10.1016/j.enpol.2015.08.042","03014215",NA,"","2-s2.0-84945563440","Scopus"
"32173","10.12911/22998993/59361","2081139X",NA,"","2-s2.0-84943621340","Scopus"
"32174","10.3992/jgb.10.3.137","15526100",NA,"","2-s2.0-84946397832","Scopus"
"32175","10.1016/j.jclepro.2014.06.050","09596526",NA,"","2-s2.0-84953368752","Scopus"
"32176","10.3390/su7055153","20711050",NA,"","2-s2.0-84934881006","Scopus"
"32177","10.3390/su71115284","20711050",NA,"","2-s2.0-84949524497","Scopus"
"32178","10.1080/02508060.2015.1070328","02508060",NA,"","2-s2.0-84945441958","Scopus"
"32179","10.1089/ees.2015.0078","10928758",NA,"","2-s2.0-84943226169","Scopus"
"32180","10.1016/j.apenergy.2015.04.039","03062619",NA,"","2-s2.0-84968559601","Scopus"
"32181","10.1016/j.enpol.2015.08.015","03014215",NA,"","2-s2.0-84943619194","Scopus"
"32182","10.3390/su71114710","20711050",NA,"","2-s2.0-84949519099","Scopus"
"32183","10.3390/su70911713","20711050",NA,"","2-s2.0-84944450098","Scopus"
"32184","10.12911/22998993/60447","2081139X",NA,"","2-s2.0-84947425977","Scopus"
"32185","10.1016/j.jclepro.2015.01.064","09596526",NA,"","2-s2.0-84942990993","Scopus"
"32186","10.1016/j.energy.2015.09.092","03605442",NA,"","2-s2.0-84949671978","Scopus"
"32187","10.17348/era.14.0.367-379","15473465",NA,"","2-s2.0-84950290538","Scopus"
"32188","10.1007/s10669-015-9573-2","21945403",NA,"","2-s2.0-84947493183","Scopus"
"32189","10.1007/s12649-015-9415-y","18772641",NA,"","2-s2.0-84947555211","Scopus"
"32190","10.13044/j.sdewes.2015.03.0028","18489257",NA,"","2-s2.0-84982161540","Scopus"
"32191","10.13044/j.sdewes.2015.03.0031","18489257",NA,"","2-s2.0-84982187275","Scopus"
"32192","10.1016/j.esd.2015.10.003","09730826",NA,"","2-s2.0-84946417305","Scopus"
"32193","10.1016/j.esd.2015.10.005","09730826",NA,"","2-s2.0-84946811587","Scopus"
"32194","10.1680/envgeo.14.00024","2051803X",NA,"","2-s2.0-84984985292","Scopus"
"32195","10.1016/j.agee.2015.06.015","01678809",NA,"","2-s2.0-84936942947","Scopus"
"32196","10.1680/envgeo.14.00047","2051803X",NA,"","2-s2.0-85015844002","Scopus"
"32197","10.1108/IJCCSM-11-2013-0131","17568692",NA,"","2-s2.0-84947275037","Scopus"
"32198","10.1021/acssuschemeng.5b01226","21680485",NA,"","2-s2.0-84949032802","Scopus"
"32199","10.1080/13504509.2015.1088485","13504509",NA,"","2-s2.0-84948383191","Scopus"
"32200","10.1016/j.gloenvcha.2015.05.006","09593780",NA,"","2-s2.0-84954162578","Scopus"
"32201","10.1016/j.ecoleng.2015.09.003","09258574",NA,"","2-s2.0-84941945402","Scopus"
